"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_nuclear_fraction"
"17086","ENSG00000198538.11","ZNF28","protein_coding","chr19",52856601,"-",205,7.9136815,1.6703365,13.2393975,0.562577,4.716921
"17087","ENSG00000198542.14","ITGBL1","protein_coding","chr13",101451593,"+",7,0.018029,0.001538,0.0050355,0.0002825,0.0368155
"17088","ENSG00000198546.15","ZNF511","protein_coding","chr10",133307914,"+",257,24.7785055,35.4711785,32.775913,6.9953895,9.872165
"17089","ENSG00000198547.9","C20orf203","protein_coding","chr20",32672942,"-",170,0.025159,0.0052125,0.028778,0.0025085,0.050196
"17090","ENSG00000198551.10","ZNF627","protein_coding","chr19",11558374,"+",223,7.631918,3.09696,11.435114,0.2969275,5.751308
"17091","ENSG00000198553.9","KCNRG","protein_coding","chr13",50014254,"+",2,0.7267555,0.1583305,0.742212,0.019809,0.7762635
"17092","ENSG00000198554.12","WDHD1","protein_coding","chr14",55026106,"-",277,13.133489,3.001121,28.9434115,0.53179,8.771571
"17093","ENSG00000198556.14","ZNF789","protein_coding","chr7",99471890,"+",269,13.0069695,3.664623,13.1909805,0.5264345,17.005874
"17094","ENSG00000198561.13","CTNND1","protein_coding","chr11",57752243,"+",36,60.953484,8.363658,125.390054,0.783514,58.7073935
"17095","ENSG00000198563.14","DDX39B","protein_coding","chr6",31541449,"-",0,140.924687,37.502837,280.140833,5.109983,90.825569
"17096","ENSG00000198569.9","SLC34A3","protein_coding","chr9",137229757,"+",253,1.111087,0.4282685,0.6470035,0.164217,0.9901965
"17097","ENSG00000198570.5","RD3","protein_coding","chr1",211491918,"-",1,0.1570905,0.026097,0.05658,0.0127535,0.37123
"17098","ENSG00000198573.7","SPANXC","protein_coding","chrX",141241518,"-",0,0,0,0.0733395,0,0
"17099","ENSG00000198574.6","SH2D1B","protein_coding","chr1",162411139,"-",0,0.046851,0,0,0,0.1054125
"17100","ENSG00000198576.4","ARC","protein_coding","chr8",142613480,"-",91,0.0027195,0.0078935,0,0.001597,0.0161045
"17101","ENSG00000198585.11","NUDT16","protein_coding","chr3",131380671,"+",271,7.2972565,4.75773,9.6933745,1.1412355,5.328539
"17102","ENSG00000198586.14","TLK1","protein_coding","chr2",171230315,"-",0,17.1860085,10.594769,34.1554805,1.7625735,30.9456805
"17103","ENSG00000198589.13","LRBA","protein_coding","chr4",151014728,"-",304,15.709335,2.904598,35.153362,0.656148,29.99464
"17104","ENSG00000198590.12","C3orf35","lncRNA","chr3",37380062,"+",1,3.0010795,1.863742,1.9191485,0.384207,7.579411
"17105","ENSG00000198597.9","ZNF536","protein_coding","chr19",30227290,"+",62,0.0022385,0,0,0,0.00647
"17106","ENSG00000198598.6","MMP17","protein_coding","chr12",131827393,"+",84,0.356131,0.499332,0.249339,0.094615,0.287043
"17107","ENSG00000198601.3","OR2M2","protein_coding","chr1",248173821,"+",0,0,0,0,0,0
"17108","ENSG00000198604.11","BAZ1A","protein_coding","chr14",34874648,"-",360,27.1219135,5.389751,41.1289935,1.231698,27.659771
"17109","ENSG00000198610.11","AKR1C4","protein_coding","chr10",5194462,"+",86,0.0511175,0.0103565,0.201961,0.00417,0.277428
"17110","ENSG00000198612.11","COPS8","protein_coding","chr2",237084882,"+",360,47.97039,13.506936,117.429241,1.328887,26.9411315
"17111","ENSG00000198624.13","CCDC69","protein_coding","chr5",151223094,"-",252,23.050543,36.434057,28.8725145,4.738822,18.309747
"17112","ENSG00000198625.13","MDM4","protein_coding","chr1",204515379,"+",311,11.2484,2.4036385,8.600606,0.3752305,28.536373
"17113","ENSG00000198626.17","RYR2","protein_coding","chr1",237041184,"+",26,0.0020795,0,0.002128,0,0
"17114","ENSG00000198633.10","ZNF534","protein_coding","chr19",52428187,"+",1,0.032111,0.0079795,0,0,0.037667
"17115","ENSG00000198642.7","KLHL9","protein_coding","chr9",21334405,"-",286,10.705343,1.9624,26.923451,0.0599185,7.575435
"17116","ENSG00000198643.7","FAM3D","protein_coding","chr3",58665835,"-",4,0,0,0,0,0
"17117","ENSG00000198646.14","NCOA6","protein_coding","chr20",34824652,"-",300,3.2938995,2.749231,8.12964,0.3503025,4.688245
"17118","ENSG00000198648.11","STK39","protein_coding","chr2",168246596,"-",306,18.8751815,12.3973715,25.468891,2.366924,20.0997455
"17119","ENSG00000198650.11","TAT","protein_coding","chr16",71576093,"-",8,1.348129,0.4606635,2.11861,0.057103,1.3203975
"17120","ENSG00000198663.16","C6orf89","protein_coding","chr6",36870870,"+",2,17.179102,5.1311705,17.925616,0.6383635,12.019916
"17121","ENSG00000198668.12","CALM1","protein_coding","chr14",90395502,"+",377,109.400426,30.3090435,269.9109195,2.9046005,39.5571125
"17122","ENSG00000198670.11","LPA","protein_coding","chr6",160663260,"-",2,0.0325545,0.0092545,0.023727,0.000265,0.09216
"17123","ENSG00000198671.3","AC135895.1","lncRNA","chr12",65016468,"+",12,0.6519965,0.2276665,0.241911,0.04264,1.033712
"17124","ENSG00000198673.10","TAFA2","protein_coding","chr12",62278151,"-",1,1.8296595,0.4273355,0.4332715,0.031471,6.49569
"17125","ENSG00000198674.3","OR10G6","protein_coding","chr11",123994162,"-",0,0,0,0,0,0
"17126","ENSG00000198677.11","TTC37","protein_coding","chr5",95554008,"-",269,38.3085065,5.0412565,61.50807,0.213858,48.609888
"17127","ENSG00000198678.5","OR5BS1P","protein_coding","chr12",48558882,"+",0,0,0,0,0,0
"17128","ENSG00000198680.4","TUSC1","protein_coding","chr9",25677441,"-",0,0,0,0,0,0
"17129","ENSG00000198681.7","MAGEA1","protein_coding","chrX",153178284,"+",0,0,0,0.025954,0,0.0246545
"17130","ENSG00000198682.13","PAPSS2","protein_coding","chr10",87658613,"+",59,0.12918,0.044325,0.1629115,0.0012715,0.385434
"17131","ENSG00000198685.3","LINC01565","lncRNA","chr3",128575087,"-",19,0.070242,0.031927,0,0.005849,0.1078275
"17132","ENSG00000198689.11","SLC9A6","protein_coding","chrX",135972841,"+",168,6.6056605,1.618971,4.602158,0.5712355,8.082523
"17133","ENSG00000198690.10","FAN1","protein_coding","chr15",30889559,"+",0,12.5176035,2.366648,15.0309315,0.2990675,15.950131
"17134","ENSG00000198691.13","ABCA4","protein_coding","chr1",94120149,"-",109,0.0995625,0.0427855,0.158118,0.0067315,0.3167235
"17135","ENSG00000198692.10","EIF1AY","protein_coding","chrY",20574776,"+",169,28.807984,2.906446,66.684572,0.3190995,9.0075815
"17136","ENSG00000198695.2","MT-ND6","protein_coding","chrM",13674,"-",275,192.197568,3.6646955,2.5655835,0.2325015,65.030278
"17137","ENSG00000198700.10","IPO9","protein_coding","chr1",201828149,"+",249,12.9319135,6.390033,36.487398,0.403653,16.519874
"17138","ENSG00000198704.9","GPX6","protein_coding","chr6",28527216,"-",0,0,0,0,0,0.0349055
"17139","ENSG00000198707.16","CEP290","protein_coding","chr12",88141089,"-",264,7.8289095,1.288468,7.7241085,0.172705,12.9001685
"17140","ENSG00000198711.5","SSBP3-AS1","lncRNA","chr1",54235440,"+",0,0.165713,0.0203465,0.0421875,0,0.3225865
"17141","ENSG00000198712.1","MT-CO2","protein_coding","chrM",6586,"+",265,713.0137465,76.415015,6.9206615,6.875281,360.207404
"17142","ENSG00000198715.13","GLMP","protein_coding","chr1",156294690,"-",168,29.5839575,17.3622655,22.8621615,2.3699955,26.378082
"17143","ENSG00000198718.13","TOGARAM1","protein_coding","chr14",44961190,"+",267,7.067308,2.9039815,7.102193,0.6223315,12.166709
"17144","ENSG00000198719.9","DLL1","protein_coding","chr6",170305566,"-",0,0.0044865,0,0.0060425,0,0.0731245
"17145","ENSG00000198720.13","ANKRD13B","protein_coding","chr17",29588769,"+",232,0.9456375,1.0003935,1.0595775,0.0715805,1.054502
"17146","ENSG00000198721.12","ECI2","protein_coding","chr6",4134598,"-",346,97.126057,54.3331225,198.264823,6.0476585,33.1791715
"17147","ENSG00000198722.14","UNC13B","protein_coding","chr9",35160992,"+",281,6.994569,2.394538,13.8635315,0.6038065,6.1488825
"17148","ENSG00000198723.11","TEX45","protein_coding","chr19",7491976,"+",66,0.8344395,0.4084245,0.205479,0.076843,2.9313955
"17149","ENSG00000198727.2","MT-CYB","protein_coding","chrM",13747,"+",276,170.4810395,17.949911,5.2315985,1.5116425,104.050546
"17150","ENSG00000198728.10","LDB1","protein_coding","chr10",102119454,"-",212,8.007045,2.8483605,8.2524035,0.1734555,6.592728
"17151","ENSG00000198729.5","PPP1R14C","protein_coding","chr6",150142044,"+",21,0,0.003894,0,0.001085,0
"17152","ENSG00000198730.9","CTR9","protein_coding","chr11",10750246,"+",329,9.305136,1.815273,22.210691,0.1217635,6.860013
"17153","ENSG00000198732.10","SMOC1","protein_coding","chr14",69853131,"+",7,10.3134205,3.0767135,5.331238,0.8622085,15.189523
"17154","ENSG00000198734.11","F5","protein_coding","chr1",169585589,"-",301,10.4256065,2.087127,13.2884495,0.2241575,25.5717435
"17155","ENSG00000198736.11","MSRB1","protein_coding","chr16",1942327,"-",300,16.4965955,16.3350575,38.6009815,1.7237735,9.952212
"17156","ENSG00000198739.11","LRRTM3","protein_coding","chr10",66925036,"+",21,0,0,0,0,0
"17157","ENSG00000198740.8","ZNF652","protein_coding","chr17",49361474,"-",259,12.7450135,5.222938,38.8032245,0.5927545,10.700721
"17158","ENSG00000198742.9","SMURF1","protein_coding","chr7",99143101,"-",0,5.547875,2.02501,7.131987,0.190279,5.0527505
"17159","ENSG00000198743.7","SLC5A3","protein_coding","chr21",34072578,"+",249,6.3286455,0.8363745,8.222206,0.0542585,12.63346
"17160","ENSG00000198746.13","GPATCH3","protein_coding","chr1",26899468,"-",241,5.3715805,1.9522515,7.124784,0.2008615,4.1433555
"17161","ENSG00000198752.11","CDC42BPB","protein_coding","chr14",103056550,"-",217,8.953651,2.834977,13.419333,0.625551,8.8973055
"17162","ENSG00000198753.12","PLXNB3","protein_coding","chrX",153763196,"+",177,1.0693975,0.1377165,0.3271815,0.023201,1.0715505
"17163","ENSG00000198754.5","OXCT2","protein_coding","chr1",39770349,"-",6,0.170687,0.0484845,0.0658675,0,0.160585
"17164","ENSG00000198755.11","RPL10A","protein_coding","chr6",35467401,"+",372,718.150594,1001.3012755,1402.637427,114.386192,239.1655335
"17165","ENSG00000198756.12","COLGALT2","protein_coding","chr1",184036730,"-",233,2.8777485,0.4761455,2.2097985,0.041726,4.010938
"17166","ENSG00000198758.10","EPS8L3","protein_coding","chr1",109763028,"-",244,8.1425025,1.732768,3.976573,0.390024,9.2251195
"17167","ENSG00000198759.12","EGFL6","protein_coding","chrX",13568601,"+",2,0.003158,0,0,0,0
"17168","ENSG00000198763.3","MT-ND2","protein_coding","chrM",3470,"+",270,101.694522,8.690796,0.927103,0.611956,52.9970795
"17169","ENSG00000198765.12","SYCP1","protein_coding","chr1",114853863,"+",0,5.061856,0.2521645,1.3407075,0.0352355,13.200143
"17170","ENSG00000198768.11","APCDD1L","protein_coding","chr20",58514400,"-",7,0.0838025,0.018566,0,0.010299,0.1652745
"17171","ENSG00000198771.11","RCSD1","protein_coding","chr1",167629093,"+",7,2.5347605,0.452014,0.920652,0.1137355,6.6588915
"17172","ENSG00000198774.5","RASSF9","protein_coding","chr12",85835410,"-",33,0.107513,0.043042,0,0.0166945,0.197504
"17173","ENSG00000198780.12","FAM169A","protein_coding","chr5",74865967,"-",301,66.274326,80.1444155,69.643248,34.209788,48.057345
"17174","ENSG00000198783.6","ZNF830","protein_coding","chr17",34960540,"+",263,8.9196535,1.6488015,12.9224655,0.159871,6.6707575
"17175","ENSG00000198785.6","GRIN3A","protein_coding","chr9",101737581,"-",28,0.2073065,0.008332,0.0625555,0.000207,0.521094
"17176","ENSG00000198786.2","MT-ND5","protein_coding","chrM",11337,"+",271,145.7983505,6.28339,3.160596,0.3805515,79.5822935
"17177","ENSG00000198788.8","MUC2","protein_coding","chr11",1073875,"+",0,0,0,0,0,0
"17178","ENSG00000198791.12","CNOT7","protein_coding","chr8",17245879,"-",314,55.6005785,65.767612,81.3434165,6.79142,45.3709175
"17179","ENSG00000198792.13","TMEM184B","protein_coding","chr22",38272011,"-",165,8.024144,14.1575895,8.345268,2.807165,6.188055
"17180","ENSG00000198793.13","MTOR","protein_coding","chr1",11261552,"-",250,12.442541,3.3215475,22.7289775,0.313183,11.4876075
"17181","ENSG00000198794.12","SCAMP5","protein_coding","chr15",74956219,"+",195,15.91732,17.424308,21.1024305,1.660401,10.8083105
"17182","ENSG00000198795.11","ZNF521","protein_coding","chr18",25351191,"-",74,0.00426,0.0014375,0,0,0.0459825
"17183","ENSG00000198796.7","ALPK2","protein_coding","chr18",58628092,"-",24,0.1284365,0.024885,0.180442,0.004395,0.434688
"17184","ENSG00000198797.7","BRINP2","protein_coding","chr1",177169958,"+",1,0.0910935,0.0593755,0.1729175,0.002882,0.2744955
"17185","ENSG00000198798.5","MAGEB3","protein_coding","chrX",30229436,"+",0,0,0,0,0,0
"17186","ENSG00000198799.12","LRIG2","protein_coding","chr1",113072198,"+",257,4.489184,1.220973,2.872646,0.212304,6.550125
"17187","ENSG00000198804.2","MT-CO1","protein_coding","chrM",4904,"+",257,1142.550445,153.8071595,40.1870585,10.5047035,837.647283
"17188","ENSG00000198805.11","PNP","protein_coding","chr14",20467954,"+",292,30.3070145,4.3857235,71.4634155,0.425504,15.315026
"17189","ENSG00000198807.12","PAX9","protein_coding","chr14",36656568,"+",58,0.0140355,0.0020415,0.03461,0,0.0477745
"17190","ENSG00000198812.5","LRRC10","protein_coding","chr12",69609908,"-",5,0.0989445,0.0288135,0.0500965,0.0017805,0.16403
"17191","ENSG00000198814.12","GK","protein_coding","chrX",30652359,"+",235,39.5665695,5.4704815,73.112242,0.675451,38.835935
"17192","ENSG00000198815.9","FOXJ3","protein_coding","chr1",42334878,"-",356,8.490573,3.5344575,11.43143,2.1943375,12.9777195
"17193","ENSG00000198816.7","ZNF358","protein_coding","chr19",7514292,"+",121,5.27104,23.6066505,6.7757145,4.781052,2.312139
"17194","ENSG00000198818.10","SFT2D1","protein_coding","chr6",166341577,"-",353,95.4524735,40.4395675,119.3265835,4.3221865,53.1931835
"17195","ENSG00000198821.10","CD247","protein_coding","chr1",167517611,"-",6,0.0259735,0.0966865,0.110528,0,0.1276475
"17196","ENSG00000198822.10","GRM3","protein_coding","chr7",86642914,"+",1,0.021062,0.0018065,0.0357275,0.001275,0.0613465
"17197","ENSG00000198824.7","CHAMP1","protein_coding","chr13",114313482,"+",319,7.1308515,8.8483385,11.468419,2.484865,11.3688085
"17198","ENSG00000198825.15","INPP5F","protein_coding","chr10",119725042,"+",308,7.1576575,2.652157,10.209638,0.3961275,6.7603185
"17199","ENSG00000198826.11","ARHGAP11A","protein_coding","chr15",32614144,"+",0,18.7370375,6.133681,36.546058,0.2538705,13.3752645
"17200","ENSG00000198829.6","SUCNR1","protein_coding","chr3",151872643,"+",0,0.005646,0.002127,0.0211305,0,0.0171165
"17201","ENSG00000198830.11","HMGN2","protein_coding","chr1",26471440,"+",315,155.0907195,78.630317,302.359452,6.6900535,87.785611
"17202","ENSG00000198832.10","SELENOM","protein_coding","chr22",31119070,"-",4,2.133768,1.346086,1.899743,0.469753,1.088302
"17203","ENSG00000198833.7","UBE2J1","protein_coding","chr6",89351723,"-",336,12.441472,11.1652805,26.1647935,0.7639865,4.8178015
"17204","ENSG00000198835.4","GJC2","protein_coding","chr1",228148930,"+",204,2.539533,1.014268,1.857632,0.1314315,1.497664
"17205","ENSG00000198836.10","OPA1","protein_coding","chr3",193592144,"+",326,40.3388445,6.540535,75.831023,0.469984,44.4402725
"17206","ENSG00000198837.10","DENND4B","protein_coding","chr1",153945719,"-",294,8.9302265,2.62263,5.268371,1.0769165,12.1581
"17207","ENSG00000198838.13","RYR3","protein_coding","chr15",33309945,"+",1,2.571698,0.3906545,0.314547,0.074284,11.340777
"17208","ENSG00000198839.10","ZNF277","protein_coding","chr7",112205695,"+",323,17.590831,9.623741,38.0232525,0.594724,9.377605
"17209","ENSG00000198840.2","MT-ND3","protein_coding","chrM",9059,"+",268,479.8181685,38.379165,8.211601,2.5834085,217.6871735
"17210","ENSG00000198841.4","KTI12","protein_coding","chr1",52032811,"-",255,5.539388,2.12285,9.3298455,0.1719365,3.230943
"17211","ENSG00000198842.10","DUSP27","protein_coding","chr1",167093075,"+",0,0,0,0,0,0
"17212","ENSG00000198843.13","SELENOT","protein_coding","chr3",150601875,"+",327,48.284541,12.6271275,61.789131,0.968786,27.237053
"17213","ENSG00000198844.12","ARHGEF15","protein_coding","chr17",8309241,"+",4,0.7611305,0.242331,0.123942,0.1219995,0.9764105
"17214","ENSG00000198846.6","TOX","protein_coding","chr8",59118148,"-",18,0,0,0,0,0
"17215","ENSG00000198848.12","CES1","protein_coding","chr16",55832338,"-",188,64.1296585,6.597585,44.32407,0.983149,50.487048
"17216","ENSG00000198851.9","CD3E","protein_coding","chr11",118303545,"+",0,0,0.0028725,0,0,0
"17217","ENSG00000198853.12","RUSC2","protein_coding","chr9",35489111,"+",318,1.4606085,1.53572,1.4379255,0.177061,1.2516445
"17218","ENSG00000198854.5","C1orf68","protein_coding","chr1",152718522,"+",0,0,0,0,0,0
"17219","ENSG00000198855.7","FICD","protein_coding","chr12",108514277,"+",227,3.3342565,0.91771,0.9496735,0.554876,7.8851655
"17220","ENSG00000198856.13","OSTC","protein_coding","chr4",108649585,"+",263,247.798945,89.396365,317.7901305,8.052927,121.0272325
"17221","ENSG00000198858.10","R3HDM4","protein_coding","chr19",912246,"-",187,12.9203065,13.598704,18.0310985,2.181908,7.6272165
"17222","ENSG00000198860.12","TSEN15","protein_coding","chr1",184050651,"+",343,24.072743,7.361201,41.714982,0.5224715,25.4671375
"17223","ENSG00000198862.14","LTN1","protein_coding","chr21",28991957,"-",249,14.3043385,1.7609085,31.170503,0.116353,20.089298
"17224","ENSG00000198863.7","RUNDC1","protein_coding","chr17",42979565,"+",305,6.148081,1.8352685,6.9229645,0.1305175,5.5349515
"17225","ENSG00000198865.10","CCDC152","protein_coding","chr5",42755818,"+",4,11.445829,2.6162735,16.5099095,0.1021455,16.0980595
"17226","ENSG00000198870.8","STKLD1","protein_coding","chr9",133375366,"+",0,1.8154485,1.383729,1.3537325,0.275686,2.1258665
"17227","ENSG00000198873.12","GRK5","protein_coding","chr10",119206571,"+",287,2.147997,2.1235665,3.1712835,0.177474,1.07601
"17228","ENSG00000198874.13","TYW1","protein_coding","chr7",66994173,"+",284,9.937965,1.4370835,6.869458,0.17326,15.167039
"17229","ENSG00000198876.13","DCAF12","protein_coding","chr9",34126400,"-",300,13.336859,6.86044,26.7583505,0.325785,8.3912895
"17230","ENSG00000198879.11","SFMBT2","protein_coding","chr10",7410487,"-",13,0.081345,0.026466,0.0359475,0.008323,0.2181635
"17231","ENSG00000198881.10","ASB12","protein_coding","chrX",64229608,"-",0,0.0059,0.006664,0,0,0
"17232","ENSG00000198883.12","PNMA5","protein_coding","chrX",152993117,"-",0,0,0,0,0,0
"17233","ENSG00000198885.9","ITPRIPL1","protein_coding","chr2",96324331,"+",205,5.628922,2.3378305,5.756229,0.2533635,4.029771
"17234","ENSG00000198886.2","MT-ND4","protein_coding","chrM",9760,"+",272,162.0666415,19.3513975,3.5054795,1.796311,86.242458
"17235","ENSG00000198887.9","SMC5","protein_coding","chr9",70257978,"+",293,17.276743,1.734702,26.1299705,0.1676705,20.8123605
"17236","ENSG00000198888.2","MT-ND1","protein_coding","chrM",2307,"+",271,70.43903,8.8284305,0.688588,0.6753765,40.8653075
"17237","ENSG00000198889.5","DCAF12L1","protein_coding","chrX",126551815,"-",0,0,0,0,0,0
"17238","ENSG00000198890.9","PRMT6","protein_coding","chr1",107055674,"+",265,8.9204535,3.5394535,16.968049,0.1135025,4.1116935
"17239","ENSG00000198892.6","SHISA4","protein_coding","chr1",201887680,"+",69,0.1933795,0.4301525,0.1825775,0.11236,0.165388
"17240","ENSG00000198894.8","CIPC","protein_coding","chr14",77097126,"+",293,7.533101,3.017954,14.47296,0.1746065,4.137472
"17241","ENSG00000198898.14","CAPZA2","protein_coding","chr7",116810070,"+",174,95.719907,23.7040855,211.7731405,1.579974,31.381481
"17242","ENSG00000198899.2","MT-ATP6","protein_coding","chrM",7527,"+",265,153.0356405,17.9508495,3.7419895,1.56976,92.330108
"17243","ENSG00000198900.6","TOP1","protein_coding","chr20",41027822,"+",347,8.183725,4.6492225,46.014879,0.720622,15.8132445
"17244","ENSG00000198901.14","PRC1","protein_coding","chr15",90994630,"-",275,51.317634,9.3620835,105.4011835,1.7541775,35.3386195
"17245","ENSG00000198908.12","BHLHB9","protein_coding","chrX",102719688,"+",4,0.2222375,0.0652265,0.8631075,0,0.7873325
"17246","ENSG00000198909.7","MAP3K3","protein_coding","chr17",63621415,"+",302,10.004163,6.654577,9.950037,0.9063625,9.5209175
